Crime_ID,Date_Reported,State,City,Crime_Type,Severity,Victim_Age,Victim_Gender,Reported_By,Arrest_Made,Suspect_Age,Suspect_Gender,Outcome,Officer_ID,Response_Time
258,2021-09-30,Kano,Ungogo,Assault,5,69,Male,Media,Yes,59.0,Female,Open,OFF9197,149
259,2020-01-13,Edo,Benin City,Homicide,1,72,Male,Citizen,No,,,In Court,OFF5153,58
260,2022-06-22,Kaduna,Kaduna North,Theft,5,31,Female,Citizen,Yes,77.0,Male,Open,OFF6075,45
261,2021-07-30,Enugu,Awgu,Assault,4,18,Female,Police,No,,,Closed,OFF2321,151
262,2020-10-21,Lagos,Ikeja,Fraud,5,52,Female,Police,No,,,Closed,OFF2036,97
263,2020-06-27,Lagos,Ikeja,Burglary,1,58,Male,Media,No,,,Open,OFF6112,50
264,2020-09-14,Delta,Asaba,Assault,3,36,Female,Citizen,Yes,41.0,Male,Closed,OFF4357,59
265,2022-08-18,Rivers,Obio,Fraud,1,34,Male,Media,No,,,Open,OFF1792,91
266,2020-11-11,Enugu,Awgu,Burglary,1,33,Male,Media,No,,,Open,OFF5506,107
267,2020-10-28,Kaduna,Kafanchan,Assault,1,52,Female,Police,No,,,Closed,OFF9970,123
268,2021-12-11,Lagos,Yaba,Fraud,3,55,Male,Media,Yes,34.0,Male,Closed,OFF2376,146
269,2020-01-25,Lagos,Yaba,Robbery,3,28,Female,Media,No,,,Open,OFF6901,156
270,2022-03-27,Edo,Ekpoma,Fraud,4,23,Female,Media,No,,,In Court,OFF5758,175
271,2022-05-05,Enugu,Enugu East,Assault,4,67,Female,Citizen,Yes,78.0,Female,Open,OFF7055,107
272,2020-10-06,Enugu,Nsukka,Homicide,3,79,Male,Media,Yes,47.0,Male,In Court,OFF6030,41
273,2022-01-23,Enugu,Nsukka,Burglary,4,59,Female,Citizen,No,,,Closed,OFF6028,11
274,2020-11-21,Oyo,Ibadan,Fraud,3,53,Male,Police,Yes,26.0,Female,In Court,OFF6998,133
275,2022-07-12,Lagos,Yaba,Theft,4,68,Female,Police,No,,,In Court,OFF1565,80
276,2022-07-30,Rivers,Bonny,Homicide,4,69,Male,Citizen,No,,,In Court,OFF8549,157
277,2020-02-05,Lagos,Yaba,Homicide,4,61,Female,Media,Yes,15.0,Male,Closed,OFF3652,13
278,2021-08-15,Lagos,Yaba,Theft,3,35,Female,Media,No,,,In Court,OFF8267,114
279,2021-10-18,Ogun,Sagamu,Robbery,4,80,Female,Police,No,,,In Court,OFF2274,105
280,2021-10-02,Lagos,Ikeja,Theft,2,45,Female,Media,No,,,In Court,OFF8808,148
281,2022-09-15,Kano,Dala,Homicide,2,24,Male,Police,No,,,Open,OFF4782,66
282,2021-01-05,Kano,Ungogo,Burglary,4,24,Male,Citizen,Yes,76.0,Female,Open,OFF4241,67
283,2020-10-08,Kano,Ungogo,Burglary,1,26,Male,Police,No,,,Open,OFF4621,54
284,2021-07-12,Kaduna,Zaria,Assault,1,62,Female,Media,No,,,Open,OFF5824,173
285,2020-08-17,Enugu,Awgu,Theft,5,21,Female,Citizen,No,,,Closed,OFF3044,62
286,2022-02-23,Ogun,Ijebu Ode,Fraud,5,21,Female,Citizen,No,,,In Court,OFF4662,15
287,2022-08-06,Rivers,Port Harcourt,Fraud,4,26,Female,Media,Yes,77.0,Male,Closed,OFF6567,173
288,2021-10-24,Kano,Tarauni,Homicide,3,58,Male,Citizen,No,,,Closed,OFF2968,38
289,2021-01-26,Rivers,Obio,Fraud,1,22,Female,Police,No,,,In Court,OFF4618,20
290,2020-12-18,Ogun,Abeokuta,Burglary,5,65,Male,Citizen,Yes,38.0,Male,In Court,OFF8944,62
291,2020-02-10,Delta,Warri,Burglary,5,25,Female,Police,No,,,Open,OFF7650,84
292,2021-03-17,Kano,Tarauni,Fraud,5,40,Male,Police,No,,,In Court,OFF3408,57
293,2021-11-06,Enugu,Nsukka,Burglary,1,50,Male,Police,No,,,In Court,OFF4032,82
294,2021-07-20,Lagos,Lekki,Burglary,2,16,Male,Citizen,No,,,Open,OFF1991,12
295,2020-05-01,Oyo,Iseyin,Robbery,3,68,Male,Media,No,,,Closed,OFF1482,176
296,2022-08-12,Abuja,Maitama,Burglary,4,53,Female,Citizen,Yes,46.0,Male,Open,OFF6666,147
297,2020-04-03,Kano,Tarauni,Burglary,1,61,Female,Media,Yes,56.0,Female,In Court,OFF8931,134
298,2020-12-19,Oyo,Ogbomosho,Burglary,3,24,Male,Media,No,,,Closed,OFF1461,77
299,2021-02-18,Delta,Warri,Theft,5,20,Female,Police,No,,,In Court,OFF5366,121
300,2020-09-20,Abuja,Wuse,Robbery,1,42,Female,Police,No,,,Closed,OFF7190,146
301,2020-07-06,Rivers,Bonny,Robbery,5,63,Female,Citizen,Yes,59.0,Male,Open,OFF4051,125
302,2020-10-24,Kaduna,Kaduna North,Homicide,2,66,Female,Media,Yes,61.0,Female,In Court,OFF9037,156
303,2021-09-22,Delta,Warri,Theft,1,46,Male,Citizen,No,,,Open,OFF7941,173
304,2022-07-05,Ogun,Abeokuta,Fraud,1,40,Male,Media,Yes,25.0,Male,Closed,OFF6283,42
305,2020-04-15,Enugu,Enugu East,Fraud,1,28,Female,Media,No,,,Closed,OFF4732,28
306,2021-10-09,Delta,Warri,Homicide,2,61,Male,Citizen,No,,,Closed,OFF3308,45
307,2022-05-25,Ogun,Ijebu Ode,Fraud,4,48,Male,Citizen,Yes,60.0,Male,In Court,OFF4670,111
308,2021-03-23,Kaduna,Kafanchan,Assault,4,16,Male,Police,No,,,In Court,OFF3140,114
309,2021-01-22,Abuja,Maitama,Assault,2,71,Male,Citizen,Yes,77.0,Female,Open,OFF5404,107
310,2021-06-22,Kano,Tarauni,Fraud,1,75,Male,Citizen,Yes,65.0,Male,Closed,OFF7990,101
311,2021-12-07,Ogun,Abeokuta,Fraud,2,76,Female,Police,Yes,39.0,Male,Closed,OFF4598,21
312,2020-03-28,Kano,Tarauni,Robbery,4,36,Female,Citizen,No,,,Closed,OFF3078,164
313,2021-06-30,Abuja,Garki,Homicide,2,58,Female,Media,No,,,Closed,OFF3902,107
314,2021-05-18,Kaduna,Kaduna North,Robbery,2,53,Male,Media,No,,,Closed,OFF9393,28
315,2020-12-29,Enugu,Enugu East,Robbery,5,71,Male,Police,No,,,Open,OFF4237,98
316,2022-03-07,Kaduna,Kafanchan,Burglary,2,53,Female,Citizen,Yes,67.0,Male,Closed,OFF7972,48
317,2020-12-09,Kano,Tarauni,Fraud,5,77,Female,Police,No,,,Open,OFF6235,77
318,2021-08-04,Abuja,Garki,Homicide,1,72,Female,Media,No,,,In Court,OFF2321,145
319,2022-09-19,Edo,Ekpoma,Assault,4,55,Male,Media,No,,,Open,OFF9982,162
320,2020-01-19,Oyo,Ogbomosho,Theft,2,17,Male,Media,Yes,41.0,Male,Open,OFF4593,49
321,2021-03-24,Enugu,Nsukka,Assault,4,54,Male,Police,No,,,Open,OFF2713,124
322,2021-04-14,Kaduna,Kaduna North,Robbery,3,40,Female,Citizen,No,,,Open,OFF1371,21
323,2020-04-19,Oyo,Ibadan,Fraud,5,35,Female,Citizen,Yes,50.0,Female,Closed,OFF6457,162
324,2021-09-13,Delta,Ughelli,Fraud,1,52,Male,Media,No,,,Open,OFF7176,64
325,2020-02-17,Delta,Warri,Assault,5,66,Male,Police,Yes,49.0,Male,In Court,OFF1617,111
326,2022-06-04,Lagos,Ikeja,Homicide,2,64,Male,Media,Yes,28.0,Female,Open,OFF9810,126
327,2020-11-09,Enugu,Nsukka,Burglary,5,49,Male,Police,Yes,68.0,Female,In Court,OFF8519,159
328,2020-01-16,Kano,Tarauni,Assault,5,60,Male,Citizen,No,,,In Court,OFF1888,163
329,2020-09-03,Rivers,Bonny,Fraud,4,19,Male,Citizen,Yes,47.0,Female,Open,OFF5267,69
330,2021-03-12,Edo,Auchi,Burglary,4,67,Female,Media,No,,,Closed,OFF3071,26
331,2020-04-02,Rivers,Bonny,Homicide,4,27,Female,Citizen,No,,,Open,OFF8299,82
332,2021-07-05,Edo,Auchi,Assault,4,27,Female,Police,No,,,Closed,OFF6584,146
333,2020-06-10,Abuja,Maitama,Theft,1,58,Male,Citizen,Yes,37.0,Female,In Court,OFF2551,64
334,2021-04-11,Rivers,Port Harcourt,Fraud,1,59,Female,Media,Yes,75.0,Female,Open,OFF3165,95
335,2020-01-03,Kaduna,Zaria,Fraud,1,57,Male,Police,Yes,37.0,Male,In Court,OFF7770,18
336,2020-10-30,Kaduna,Kaduna North,Burglary,4,60,Male,Police,No,,,Closed,OFF4595,35
337,2020-11-18,Delta,Asaba,Robbery,3,78,Female,Police,Yes,22.0,Male,Closed,OFF7005,89
338,2021-01-19,Ogun,Abeokuta,Fraud,2,25,Male,Citizen,No,,,In Court,OFF7087,94
339,2022-09-14,Kano,Dala,Fraud,3,17,Male,Citizen,Yes,44.0,Female,Open,OFF6266,80
340,2020-06-05,Lagos,Yaba,Burglary,4,49,Male,Citizen,Yes,17.0,Male,Closed,OFF6949,86
341,2021-06-27,Lagos,Ikeja,Fraud,1,54,Female,Media,Yes,74.0,Male,Open,OFF2754,160
342,2020-10-12,Rivers,Obio,Homicide,5,23,Female,Media,No,,,Open,OFF7542,84
343,2021-08-06,Ogun,Abeokuta,Theft,3,57,Male,Police,Yes,44.0,Female,In Court,OFF4401,179
344,2021-11-02,Delta,Ughelli,Homicide,2,70,Female,Citizen,No,,,In Court,OFF6388,29
345,2021-10-20,Ogun,Ijebu Ode,Theft,1,29,Male,Citizen,Yes,57.0,Male,In Court,OFF3795,66
346,2020-12-04,Edo,Benin City,Assault,3,32,Female,Police,No,,,Open,OFF9445,101
347,2022-07-11,Ogun,Abeokuta,Assault,3,40,Female,Police,Yes,69.0,Female,Open,OFF8859,180
348,2021-09-05,Kano,Ungogo,Robbery,2,55,Male,Police,No,,,Open,OFF9557,162
349,2022-04-07,Kano,Ungogo,Robbery,1,30,Male,Citizen,Yes,70.0,Male,Open,OFF9001,88
350,2021-03-26,Oyo,Iseyin,Robbery,2,64,Female,Citizen,Yes,80.0,Female,Closed,OFF5514,167
351,2021-03-05,Delta,Asaba,Theft,3,59,Female,Citizen,No,,,Open,OFF2165,81
352,2020-09-20,Oyo,Ogbomosho,Homicide,1,30,Male,Media,Yes,68.0,Male,Closed,OFF5752,148
353,2020-09-17,Abuja,Maitama,Homicide,2,27,Female,Media,Yes,74.0,Male,Closed,OFF1588,12
354,2020-08-28,Delta,Ughelli,Robbery,1,23,Male,Media,Yes,24.0,Female,Open,OFF3916,103
355,2021-07-16,Rivers,Bonny,Assault,1,47,Male,Media,No,,,Closed,OFF8531,50
356,2020-10-02,Lagos,Lekki,Assault,3,29,Male,Police,Yes,75.0,Male,Closed,OFF3036,169
357,2021-09-28,Delta,Ughelli,Theft,4,55,Female,Citizen,Yes,38.0,Female,In Court,OFF3558,142
358,2020-01-09,Kano,Dala,Assault,1,30,Male,Police,No,,,Closed,OFF5559,57
359,2021-01-06,Edo,Benin City,Homicide,4,69,Male,Police,Yes,62.0,Female,Open,OFF3718,78
360,2021-01-10,Edo,Ekpoma,Theft,1,27,Male,Media,Yes,23.0,Female,Closed,OFF6972,141
361,2021-08-19,Oyo,Ibadan,Theft,1,18,Male,Media,No,,,In Court,OFF4620,103
362,2020-02-02,Enugu,Awgu,Burglary,2,50,Male,Citizen,No,,,Open,OFF7471,134
363,2021-10-08,Edo,Benin City,Theft,4,20,Male,Police,Yes,54.0,Male,In Court,OFF3738,120
364,2022-08-17,Rivers,Obio,Assault,4,25,Male,Citizen,Yes,36.0,Male,In Court,OFF8471,118
365,2021-09-08,Delta,Asaba,Homicide,1,64,Female,Police,No,,,In Court,OFF3858,146
366,2020-12-27,Oyo,Iseyin,Assault,4,45,Male,Citizen,No,,,Closed,OFF4724,7
367,2022-07-26,Lagos,Yaba,Theft,1,52,Male,Police,No,,,Open,OFF3063,133
368,2020-06-14,Edo,Benin City,Burglary,1,16,Male,Citizen,Yes,65.0,Female,Closed,OFF7378,85
369,2021-02-22,Lagos,Yaba,Fraud,2,22,Female,Media,No,,,Closed,OFF2744,78
370,2021-11-22,Lagos,Yaba,Burglary,3,77,Male,Citizen,No,,,Closed,OFF4237,71
371,2021-12-08,Lagos,Ikeja,Robbery,5,58,Male,Media,Yes,20.0,Male,Closed,OFF2234,66
372,2021-09-01,Abuja,Maitama,Fraud,5,80,Male,Media,No,,,Closed,OFF7684,157
373,2020-11-10,Kaduna,Kaduna North,Theft,5,43,Male,Citizen,No,,,Open,OFF5789,87
374,2020-02-01,Edo,Ekpoma,Burglary,1,41,Male,Media,No,,,Open,OFF4765,172
375,2021-09-15,Oyo,Ibadan,Homicide,3,45,Male,Police,Yes,56.0,Female,Open,OFF9715,160
376,2022-04-05,Ogun,Ijebu Ode,Theft,2,45,Male,Police,Yes,76.0,Male,Open,OFF5299,38
377,2021-04-25,Enugu,Nsukka,Robbery,2,45,Male,Police,No,,,In Court,OFF8768,7
378,2022-04-27,Kaduna,Kafanchan,Homicide,2,73,Male,Media,No,,,In Court,OFF4584,169
379,2021-10-31,Kano,Ungogo,Assault,4,45,Male,Police,No,,,Open,OFF1416,123
380,2020-08-02,Ogun,Abeokuta,Homicide,4,57,Female,Citizen,Yes,78.0,Male,In Court,OFF7455,14
381,2021-09-09,Lagos,Lekki,Fraud,2,71,Female,Citizen,No,,,Open,OFF8459,65
382,2021-04-11,Enugu,Nsukka,Assault,5,36,Male,Police,Yes,41.0,Male,Closed,OFF7024,132
383,2020-12-20,Delta,Warri,Theft,4,68,Female,Citizen,Yes,25.0,Female,Closed,OFF1921,19
384,2022-04-26,Rivers,Bonny,Homicide,5,51,Female,Police,Yes,16.0,Male,Closed,OFF9096,167
385,2022-09-06,Oyo,Iseyin,Assault,2,68,Female,Citizen,Yes,19.0,Female,In Court,OFF5530,171
386,2022-05-13,Enugu,Enugu East,Fraud,5,30,Male,Media,Yes,62.0,Female,Open,OFF8888,82
387,2022-05-21,Kaduna,Kafanchan,Theft,1,34,Female,Media,No,,,Open,OFF5009,76
388,2022-06-15,Edo,Benin City,Robbery,4,26,Male,Media,No,,,Open,OFF2998,42
389,2021-03-13,Rivers,Bonny,Assault,2,75,Male,Police,No,,,In Court,OFF4802,49
390,2021-08-01,Kaduna,Kafanchan,Robbery,2,31,Male,Media,No,,,Closed,OFF2910,64
391,2022-01-11,Ogun,Sagamu,Theft,1,78,Female,Citizen,Yes,65.0,Male,Closed,OFF4525,107
392,2022-01-16,Lagos,Yaba,Homicide,5,63,Male,Citizen,No,,,Closed,OFF6039,124
393,2022-08-06,Enugu,Enugu East,Fraud,1,57,Male,Police,No,,,Open,OFF3415,54
394,2022-08-24,Ogun,Abeokuta,Homicide,4,74,Female,Media,Yes,62.0,Female,Open,OFF9072,49
395,2021-12-31,Lagos,Lekki,Assault,1,26,Female,Media,Yes,20.0,Female,Open,OFF2040,143
396,2021-12-08,Kaduna,Kaduna North,Assault,1,70,Female,Citizen,No,,,Open,OFF6536,167
397,2020-02-16,Kano,Tarauni,Homicide,4,53,Male,Citizen,Yes,63.0,Male,Open,OFF3487,93
398,2020-08-12,Oyo,Ibadan,Robbery,5,65,Male,Police,No,,,In Court,OFF9195,92
399,2020-05-26,Rivers,Port Harcourt,Robbery,1,55,Female,Media,Yes,80.0,Male,Open,OFF5108,172
400,2020-01-31,Lagos,Lekki,Burglary,1,61,Female,Citizen,Yes,16.0,Male,Closed,OFF9122,170
401,2022-02-14,Delta,Ughelli,Robbery,3,47,Male,Police,Yes,73.0,Female,Closed,OFF4781,42
402,2020-11-12,Ogun,Abeokuta,Burglary,2,78,Female,Media,No,,,Open,OFF7224,78
403,2021-06-18,Enugu,Awgu,Fraud,4,63,Male,Citizen,Yes,73.0,Male,Closed,OFF9268,99
404,2022-01-11,Oyo,Ogbomosho,Fraud,5,36,Male,Citizen,Yes,51.0,Male,Closed,OFF5982,77
405,2020-04-07,Abuja,Garki,Fraud,2,63,Female,Police,No,,,In Court,OFF2368,176
406,2021-07-27,Lagos,Ikeja,Assault,3,40,Male,Media,Yes,76.0,Female,Closed,OFF5149,23
407,2022-04-01,Delta,Warri,Robbery,1,56,Male,Media,Yes,32.0,Female,Closed,OFF6449,9
408,2021-12-25,Delta,Asaba,Assault,3,70,Female,Police,Yes,58.0,Male,In Court,OFF6310,16
409,2021-11-30,Ogun,Abeokuta,Assault,1,45,Male,Citizen,No,,,Open,OFF6895,88
410,2020-10-24,Oyo,Iseyin,Robbery,5,63,Female,Media,No,,,In Court,OFF9671,132
411,2021-06-02,Lagos,Lekki,Assault,5,51,Female,Media,No,,,In Court,OFF3804,32
412,2022-02-04,Enugu,Awgu,Robbery,4,77,Female,Media,Yes,66.0,Female,Closed,OFF3032,148
413,2021-01-27,Lagos,Yaba,Assault,4,38,Female,Media,No,,,In Court,OFF7629,5
414,2020-03-31,Abuja,Maitama,Robbery,1,26,Male,Media,No,,,In Court,OFF5781,143
415,2021-02-13,Enugu,Nsukka,Homicide,2,22,Male,Citizen,No,,,Open,OFF6365,13
416,2020-06-07,Ogun,Abeokuta,Robbery,1,19,Female,Media,No,,,Open,OFF1545,22
417,2020-03-09,Kaduna,Zaria,Assault,4,31,Male,Media,Yes,72.0,Female,Open,OFF7952,9
418,2021-07-12,Abuja,Wuse,Assault,2,30,Female,Police,Yes,57.0,Female,Open,OFF1184,178
419,2022-08-31,Enugu,Awgu,Homicide,5,73,Male,Police,Yes,67.0,Male,Open,OFF1476,154
420,2020-02-20,Enugu,Enugu East,Robbery,2,65,Male,Police,No,,,In Court,OFF6292,8
421,2020-12-28,Rivers,Port Harcourt,Assault,1,24,Female,Media,No,,,In Court,OFF6420,74
422,2022-09-26,Abuja,Wuse,Robbery,1,69,Female,Citizen,Yes,18.0,Female,Closed,OFF4473,79
423,2020-10-11,Rivers,Port Harcourt,Burglary,5,63,Male,Citizen,Yes,50.0,Male,Open,OFF6901,91
424,2020-01-08,Kaduna,Zaria,Fraud,4,20,Male,Police,Yes,17.0,Male,Closed,OFF8746,84
425,2020-05-16,Lagos,Lekki,Burglary,3,20,Male,Citizen,Yes,30.0,Male,Open,OFF4447,144
426,2020-12-08,Lagos,Lekki,Robbery,4,26,Female,Police,No,,,In Court,OFF1255,163
427,2022-02-18,Lagos,Lekki,Homicide,3,40,Male,Media,No,,,In Court,OFF7185,50
428,2021-06-21,Ogun,Abeokuta,Assault,4,78,Male,Citizen,No,,,Closed,OFF3531,172
429,2021-11-18,Lagos,Ikeja,Fraud,1,79,Female,Media,Yes,25.0,Female,Closed,OFF9694,15
430,2021-02-10,Ogun,Ijebu Ode,Homicide,4,38,Male,Citizen,Yes,24.0,Female,Open,OFF3309,150
431,2020-07-16,Kano,Ungogo,Burglary,5,64,Male,Citizen,Yes,44.0,Female,Open,OFF4923,31
432,2020-06-15,Edo,Auchi,Homicide,5,71,Female,Police,Yes,15.0,Male,Closed,OFF4546,50
433,2020-03-13,Abuja,Wuse,Burglary,5,50,Female,Citizen,No,,,In Court,OFF6005,154
434,2022-03-27,Rivers,Port Harcourt,Robbery,5,27,Male,Citizen,No,,,Closed,OFF4309,12
435,2020-12-04,Delta,Ughelli,Assault,3,75,Female,Media,No,,,In Court,OFF4443,141
436,2020-11-18,Delta,Warri,Assault,2,22,Male,Media,No,,,Open,OFF7066,176
437,2022-08-16,Kano,Tarauni,Burglary,2,32,Female,Police,Yes,68.0,Male,Closed,OFF9734,117
438,2022-03-23,Delta,Asaba,Assault,1,68,Female,Police,No,,,Open,OFF5109,37
439,2020-12-20,Abuja,Wuse,Theft,5,47,Male,Media,No,,,In Court,OFF9156,59
440,2022-02-22,Enugu,Enugu East,Assault,1,72,Female,Police,No,,,Closed,OFF7125,19
441,2022-03-13,Lagos,Yaba,Robbery,2,57,Male,Citizen,No,,,Closed,OFF6973,50
442,2021-08-02,Kano,Tarauni,Burglary,2,25,Female,Citizen,No,,,Open,OFF6603,136
443,2021-06-22,Rivers,Obio,Assault,3,68,Female,Media,Yes,36.0,Male,In Court,OFF9216,105
444,2020-04-24,Abuja,Maitama,Theft,5,54,Male,Media,No,,,Closed,OFF6420,13
445,2020-11-26,Enugu,Nsukka,Theft,2,30,Male,Police,No,,,In Court,OFF7790,31
446,2020-12-12,Lagos,Lekki,Robbery,5,55,Female,Police,Yes,65.0,Male,In Court,OFF3066,163
447,2020-06-01,Ogun,Abeokuta,Theft,1,21,Male,Police,Yes,24.0,Male,In Court,OFF8530,22
448,2020-06-28,Kaduna,Kafanchan,Assault,2,68,Female,Citizen,Yes,36.0,Female,Open,OFF2094,118
449,2022-09-08,Ogun,Sagamu,Homicide,1,27,Male,Police,No,,,Open,OFF8903,126
450,2021-07-02,Edo,Benin City,Assault,1,42,Female,Media,Yes,74.0,Female,In Court,OFF2176,39
451,2021-09-04,Abuja,Garki,Theft,1,75,Male,Media,No,,,Closed,OFF7140,110
452,2022-04-01,Edo,Benin City,Burglary,2,79,Female,Media,No,,,In Court,OFF2806,170
453,2020-03-06,Oyo,Ibadan,Homicide,5,65,Male,Media,No,,,Closed,OFF3589,55
454,2022-01-02,Rivers,Obio,Fraud,4,38,Male,Media,No,,,Closed,OFF9782,115
455,2021-03-18,Delta,Warri,Fraud,4,44,Male,Citizen,No,,,Closed,OFF8570,74
456,2022-04-19,Abuja,Wuse,Assault,4,74,Female,Citizen,No,,,Open,OFF5739,161
457,2020-12-05,Kano,Tarauni,Homicide,3,76,Male,Citizen,No,,,Closed,OFF7010,98
458,2020-10-31,Enugu,Nsukka,Fraud,1,80,Male,Media,No,,,In Court,OFF1874,41
459,2022-03-14,Delta,Warri,Robbery,3,34,Male,Citizen,No,,,Closed,OFF4068,82
460,2022-04-26,Kaduna,Kaduna North,Robbery,4,60,Male,Citizen,Yes,55.0,Male,Closed,OFF2721,123
461,2020-06-21,Delta,Warri,Robbery,3,54,Female,Citizen,Yes,53.0,Male,Open,OFF8995,115
462,2021-09-28,Abuja,Maitama,Burglary,4,34,Female,Police,No,,,Closed,OFF8093,165
463,2020-09-28,Rivers,Port Harcourt,Robbery,2,29,Female,Citizen,No,,,Closed,OFF9339,49
464,2022-07-31,Ogun,Abeokuta,Homicide,2,41,Male,Police,No,,,Closed,OFF6528,84
465,2022-05-27,Kaduna,Zaria,Burglary,5,58,Female,Police,No,,,Closed,OFF3904,76
466,2022-03-10,Rivers,Bonny,Assault,5,66,Female,Police,No,,,Closed,OFF1500,74
467,2022-08-09,Ogun,Ijebu Ode,Fraud,3,31,Female,Police,No,,,Closed,OFF5576,117
468,2020-11-29,Delta,Ughelli,Theft,3,56,Female,Police,Yes,25.0,Female,Open,OFF8426,146
469,2020-10-25,Ogun,Sagamu,Theft,2,75,Female,Police,Yes,23.0,Female,Open,OFF2316,32
470,2022-07-05,Delta,Asaba,Assault,1,46,Female,Media,No,,,In Court,OFF7683,84
471,2022-05-04,Abuja,Wuse,Theft,1,35,Male,Citizen,Yes,67.0,Male,Open,OFF4185,155
472,2021-04-25,Edo,Auchi,Theft,2,32,Female,Police,No,,,In Court,OFF1995,98
473,2022-02-14,Lagos,Yaba,Fraud,1,49,Female,Citizen,No,,,Open,OFF9533,51
474,2021-05-13,Ogun,Abeokuta,Burglary,2,31,Female,Police,No,,,Closed,OFF1694,147
475,2022-04-28,Rivers,Bonny,Theft,3,53,Female,Media,No,,,Closed,OFF7526,69
476,2020-12-21,Enugu,Awgu,Theft,3,67,Female,Police,Yes,24.0,Male,Open,OFF5224,95
477,2022-08-21,Lagos,Ikeja,Assault,3,48,Female,Police,Yes,62.0,Male,In Court,OFF2904,177
478,2022-04-14,Oyo,Ogbomosho,Theft,2,65,Male,Media,No,,,Closed,OFF8769,71
479,2020-11-30,Enugu,Enugu East,Homicide,2,19,Female,Media,No,,,Open,OFF4555,119
480,2022-04-24,Ogun,Abeokuta,Burglary,4,20,Male,Media,Yes,53.0,Male,In Court,OFF7828,179
481,2021-06-27,Lagos,Yaba,Burglary,1,43,Male,Police,Yes,17.0,Female,Closed,OFF8077,57
482,2020-02-26,Kaduna,Kaduna North,Assault,3,20,Female,Media,No,,,In Court,OFF6057,79
483,2022-08-19,Abuja,Garki,Theft,2,61,Male,Citizen,Yes,70.0,Male,In Court,OFF7526,77
484,2021-04-24,Kano,Tarauni,Theft,5,61,Male,Media,Yes,46.0,Male,Open,OFF3272,46
485,2021-11-29,Oyo,Iseyin,Burglary,5,78,Male,Media,Yes,41.0,Female,Open,OFF3867,99
486,2020-06-25,Lagos,Lekki,Theft,5,48,Male,Citizen,No,,,Open,OFF7898,159
487,2022-07-12,Lagos,Ikeja,Burglary,4,49,Male,Police,Yes,41.0,Female,In Court,OFF6898,100
488,2022-07-21,Enugu,Enugu East,Assault,1,79,Male,Police,Yes,69.0,Male,Open,OFF5701,174
489,2021-03-14,Rivers,Port Harcourt,Fraud,3,73,Male,Media,Yes,42.0,Male,Closed,OFF7658,16
490,2020-04-17,Edo,Auchi,Fraud,4,80,Male,Citizen,Yes,77.0,Female,In Court,OFF8712,58
491,2020-10-29,Oyo,Ibadan,Homicide,1,41,Female,Police,Yes,16.0,Female,In Court,OFF3069,11
492,2020-10-23,Edo,Benin City,Burglary,5,44,Female,Police,Yes,53.0,Female,Closed,OFF7570,82
493,2020-02-26,Abuja,Wuse,Assault,2,39,Male,Police,No,,,Closed,OFF2199,102
494,2021-02-06,Delta,Ughelli,Burglary,3,44,Female,Citizen,Yes,52.0,Male,Open,OFF9863,170
495,2020-09-07,Kano,Ungogo,Assault,2,47,Male,Citizen,No,,,Closed,OFF1515,63
496,2022-01-29,Delta,Warri,Burglary,3,74,Female,Police,Yes,17.0,Female,In Court,OFF6600,166
497,2022-06-01,Kaduna,Zaria,Robbery,2,55,Male,Police,No,,,In Court,OFF6557,141
498,2020-10-27,Enugu,Nsukka,Theft,4,63,Female,Media,No,,,Closed,OFF7389,178
499,2022-03-23,Ogun,Abeokuta,Burglary,1,30,Male,Police,No,,,Open,OFF8312,78
500,2020-02-20,Oyo,Iseyin,Assault,1,68,Male,Media,No,,,Open,OFF4164,42
501,2020-12-21,Enugu,Awgu,Homicide,4,21,Female,Citizen,Yes,38.0,Female,Open,OFF8440,56
502,2021-12-06,Oyo,Ibadan,Burglary,3,36,Female,Police,Yes,30.0,Male,In Court,OFF6803,47
503,2022-04-25,Ogun,Sagamu,Burglary,2,16,Male,Media,No,,,In Court,OFF2298,129
504,2022-01-01,Rivers,Bonny,Homicide,1,54,Male,Police,Yes,26.0,Female,Closed,OFF4543,147
505,2022-07-24,Delta,Warri,Homicide,1,35,Female,Police,No,,,In Court,OFF6551,180
506,2020-05-25,Delta,Asaba,Fraud,4,73,Male,Police,No,,,Closed,OFF1374,78
507,2022-04-23,Kaduna,Kafanchan,Assault,5,53,Male,Media,No,,,In Court,OFF9536,168
508,2020-02-08,Ogun,Sagamu,Fraud,2,48,Male,Media,Yes,80.0,Female,In Court,OFF1026,32
509,2021-09-16,Lagos,Lekki,Burglary,2,78,Male,Citizen,No,,,In Court,OFF3130,170
510,2022-09-16,Delta,Ughelli,Burglary,2,73,Male,Media,No,,,In Court,OFF8551,96
511,2020-07-15,Ogun,Ijebu Ode,Assault,4,64,Female,Police,No,,,In Court,OFF2090,173
512,2021-02-25,Abuja,Wuse,Assault,5,32,Female,Police,No,,,Open,OFF8857,62
513,2020-04-01,Lagos,Lekki,Fraud,5,45,Male,Police,Yes,31.0,Male,Open,OFF2146,63
514,2021-01-10,Enugu,Nsukka,Robbery,2,70,Male,Citizen,No,,,Open,OFF7989,39
515,2021-06-20,Rivers,Obio,Homicide,1,68,Male,Citizen,No,,,In Court,OFF8668,177
516,2020-08-19,Enugu,Awgu,Fraud,2,39,Female,Police,Yes,80.0,Female,Closed,OFF6617,32
